Month_of_Price,County,Fuel,Price,PhysicalUnit
05/01/2010 12:00:00 AM,Wailuku,Diesel,4.232,Dollars
05/01/2010 12:00:00 AM,Hilo,Gasoline - Regular,3.567,Dollars
05/01/2010 12:00:00 AM,Hilo,Gasoline - Midgrade,3.772,Dollars
05/01/2010 12:00:00 AM,Hilo,Gasoline - Premium,3.842,Dollars
05/01/2010 12:00:00 AM,Hilo,Diesel,4.033,Dollars
06/01/2010 12:00:00 AM,US,Gasoline - Regular,2.727,Dollars
06/01/2010 12:00:00 AM,US,Gasoline - Midgrade,2.895,Dollars
06/01/2010 12:00:00 AM,US,Gasoline - Premium,3,Dollars
06/01/2010 12:00:00 AM,US,Diesel,2.979,Dollars
06/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.475,Dollars
06/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.675,Dollars
06/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.743,Dollars
06/01/2010 12:00:00 AM,State of Hawaii,Diesel,3.959,Dollars
06/01/2010 12:00:00 AM,Honolulu,Gasoline - Regular,3.364,Dollars
06/01/2010 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.557,Dollars
06/01/2010 12:00:00 AM,Honolulu,Gasoline - Premium,3.623,Dollars
06/01/2010 12:00:00 AM,Honolulu,Diesel,3.82,Dollars
06/01/2010 12:00:00 AM,Wailuku,Gasoline - Regular,3.794,Dollars
06/01/2010 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.012,Dollars
06/01/2010 12:00:00 AM,Wailuku,Gasoline - Premium,4.086,Dollars
06/01/2010 12:00:00 AM,Wailuku,Diesel,4.2,Dollars
06/01/2010 12:00:00 AM,Hilo,Gasoline - Regular,3.458,Dollars
06/01/2010 12:00:00 AM,Hilo,Gasoline - Midgrade,3.657,Dollars
06/01/2010 12:00:00 AM,Hilo,Gasoline - Premium,3.725,Dollars
06/01/2010 12:00:00 AM,Hilo,Diesel,4.037,Dollars
07/01/2010 12:00:00 AM,US,Gasoline - Regular,2.727,Dollars
07/01/2010 12:00:00 AM,US,Gasoline - Midgrade,2.895,Dollars
07/01/2010 12:00:00 AM,US,Gasoline - Premium,2.999,Dollars
07/01/2010 12:00:00 AM,US,Diesel,2.954,Dollars
07/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.461,Dollars
07/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.66,Dollars
07/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.728,Dollars
07/01/2010 12:00:00 AM,State of Hawaii,Diesel,3.977,Dollars
07/01/2010 12:00:00 AM,Honolulu,Gasoline - Regular,3.361,Dollars
07/01/2010 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.555,Dollars
07/01/2010 12:00:00 AM,Honolulu,Gasoline - Premium,3.621,Dollars
07/01/2010 12:00:00 AM,Honolulu,Diesel,3.836,Dollars
07/01/2010 12:00:00 AM,Wailuku,Gasoline - Regular,3.777,Dollars
07/01/2010 12:00:00 AM,Wailuku,Gasoline - Midgrade,3.994,Dollars
07/01/2010 12:00:00 AM,Wailuku,Gasoline - Premium,4.068,Dollars
07/01/2010 12:00:00 AM,Wailuku,Diesel,4.201,Dollars
07/01/2010 12:00:00 AM,Hilo,Gasoline - Regular,3.46,Dollars
07/01/2010 12:00:00 AM,Hilo,Gasoline - Midgrade,3.659,Dollars
07/01/2010 12:00:00 AM,Hilo,Gasoline - Premium,3.727,Dollars
07/01/2010 12:00:00 AM,Hilo,Diesel,4.009,Dollars
08/01/2010 12:00:00 AM,US,Gasoline - Regular,2.732,Dollars
08/01/2010 12:00:00 AM,US,Gasoline - Midgrade,2.9,Dollars
08/01/2010 12:00:00 AM,US,Gasoline - Premium,3.005,Dollars
08/01/2010 12:00:00 AM,US,Diesel,2.974,Dollars
08/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.486,Dollars
08/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.686,Dollars
08/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.755,Dollars
08/01/2010 12:00:00 AM,State of Hawaii,Diesel,3.989,Dollars
08/01/2010 12:00:00 AM,Honolulu,Gasoline - Regular,3.371,Dollars
08/01/2010 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.565,Dollars
08/01/2010 12:00:00 AM,Honolulu,Gasoline - Premium,3.631,Dollars
08/01/2010 12:00:00 AM,Honolulu,Diesel,3.848,Dollars
08/01/2010 12:00:00 AM,Wailuku,Gasoline - Regular,3.829,Dollars
08/01/2010 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.049,Dollars
08/01/2010 12:00:00 AM,Wailuku,Gasoline - Premium,4.124,Dollars
08/01/2010 12:00:00 AM,Wailuku,Diesel,4.235,Dollars
08/01/2010 12:00:00 AM,Hilo,Gasoline - Regular,3.487,Dollars
08/01/2010 12:00:00 AM,Hilo,Gasoline - Midgrade,3.688,Dollars
08/01/2010 12:00:00 AM,Hilo,Gasoline - Premium,3.757,Dollars
08/01/2010 12:00:00 AM,Hilo,Diesel,4.007,Dollars
09/01/2010 12:00:00 AM,US,Gasoline - Regular,2.703,Dollars
09/01/2010 12:00:00 AM,US,Gasoline - Midgrade,2.869,Dollars
09/01/2010 12:00:00 AM,US,Gasoline - Premium,2.973,Dollars
09/01/2010 12:00:00 AM,US,Diesel,2.963,Dollars
09/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.448,Dollars
09/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.646,Dollars
09/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.714,Dollars
09/01/2010 12:00:00 AM,State of Hawaii,Diesel,3.978,Dollars
09/01/2010 12:00:00 AM,Honolulu,Gasoline - Regular,3.314,Dollars
09/01/2010 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.504,Dollars
09/01/2010 12:00:00 AM,Honolulu,Gasoline - Premium,3.57,Dollars
09/01/2010 12:00:00 AM,Honolulu,Diesel,3.86,Dollars
09/01/2010 12:00:00 AM,Wailuku,Gasoline - Regular,3.818,Dollars
09/01/2010 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.037,Dollars
09/01/2010 12:00:00 AM,Wailuku,Gasoline - Premium,4.113,Dollars
09/01/2010 12:00:00 AM,Wailuku,Diesel,4.191,Dollars
09/01/2010 12:00:00 AM,Hilo,Gasoline - Regular,3.405,Dollars
09/01/2010 12:00:00 AM,Hilo,Gasoline - Midgrade,3.601,Dollars
09/01/2010 12:00:00 AM,Hilo,Gasoline - Premium,3.668,Dollars
09/01/2010 12:00:00 AM,Hilo,Diesel,3.992,Dollars
10/01/2010 12:00:00 AM,US,Gasoline - Regular,2.799,Dollars
10/01/2010 12:00:00 AM,US,Gasoline - Midgrade,2.972,Dollars
10/01/2010 12:00:00 AM,US,Gasoline - Premium,3.079,Dollars
10/01/2010 12:00:00 AM,US,Diesel,3.077,Dollars
10/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.481,Dollars
10/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.682,Dollars
10/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.75,Dollars
10/01/2010 12:00:00 AM,State of Hawaii,Diesel,4.043,Dollars
10/01/2010 12:00:00 AM,Honolulu,Gasoline - Regular,3.352,Dollars
10/01/2010 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.545,Dollars
10/01/2010 12:00:00 AM,Honolulu,Gasoline - Premium,3.611,Dollars
10/01/2010 12:00:00 AM,Honolulu,Diesel,3.885,Dollars
10/01/2010 12:00:00 AM,Wailuku,Gasoline - Regular,3.853,Dollars
10/01/2010 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.075,Dollars
10/01/2010 12:00:00 AM,Wailuku,Gasoline - Premium,4.151,Dollars
10/01/2010 12:00:00 AM,Wailuku,Diesel,4.301,Dollars
10/01/2010 12:00:00 AM,Hilo,Gasoline - Regular,3.467,Dollars
10/01/2010 12:00:00 AM,Hilo,Gasoline - Midgrade,3.667,Dollars
10/01/2010 12:00:00 AM,Hilo,Gasoline - Premium,3.735,Dollars
10/01/2010 12:00:00 AM,Hilo,Diesel,4.09,Dollars
11/01/2010 12:00:00 AM,US,Gasoline - Regular,2.861,Dollars
11/01/2010 12:00:00 AM,US,Gasoline - Midgrade,3.038,Dollars
11/01/2010 12:00:00 AM,US,Gasoline - Premium,3.147,Dollars
11/01/2010 12:00:00 AM,US,Diesel,3.163,Dollars
11/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.519,Dollars
11/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.721,Dollars
11/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.791,Dollars
11/01/2010 12:00:00 AM,State of Hawaii,Diesel,4.067,Dollars
11/01/2010 12:00:00 AM,Honolulu,Gasoline - Regular,3.383,Dollars
11/01/2010 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.577,Dollars
11/01/2010 12:00:00 AM,Honolulu,Gasoline - Premium,3.644,Dollars
11/01/2010 12:00:00 AM,Honolulu,Diesel,3.906,Dollars
11/01/2010 12:00:00 AM,Wailuku,Gasoline - Regular,3.921,Dollars
11/01/2010 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.147,Dollars
11/01/2010 12:00:00 AM,Wailuku,Gasoline - Premium,4.224,Dollars
11/01/2010 12:00:00 AM,Wailuku,Diesel,4.35,Dollars
11/01/2010 12:00:00 AM,Hilo,Gasoline - Regular,3.515,Dollars
11/01/2010 12:00:00 AM,Hilo,Gasoline - Midgrade,3.717,Dollars
11/01/2010 12:00:00 AM,Hilo,Gasoline - Premium,3.786,Dollars
11/01/2010 12:00:00 AM,Hilo,Diesel,4.169,Dollars
12/01/2010 12:00:00 AM,US,Gasoline - Regular,2.991,Dollars
12/01/2010 12:00:00 AM,US,Gasoline - Midgrade,3.177,Dollars
12/01/2010 12:00:00 AM,US,Gasoline - Premium,3.291,Dollars
12/01/2010 12:00:00 AM,US,Diesel,3.257,Dollars
12/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.594,Dollars
12/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.801,Dollars
12/01/2010 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.872,Dollars
12/01/2010 12:00:00 AM,State of Hawaii,Diesel,4.087,Dollars
12/01/2010 12:00:00 AM,Honolulu,Gasoline - Regular,3.465,Dollars
12/01/2010 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.665,Dollars
12/01/2010 12:00:00 AM,Honolulu,Gasoline - Premium,3.733,Dollars
12/01/2010 12:00:00 AM,Honolulu,Diesel,3.937,Dollars
12/01/2010 12:00:00 AM,Wailuku,Gasoline - Regular,3.967,Dollars
12/01/2010 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.195,Dollars
12/01/2010 12:00:00 AM,Wailuku,Gasoline - Premium,4.273,Dollars
12/01/2010 12:00:00 AM,Wailuku,Diesel,4.311,Dollars
12/01/2010 12:00:00 AM,Hilo,Gasoline - Regular,3.588,Dollars
12/01/2010 12:00:00 AM,Hilo,Gasoline - Midgrade,3.794,Dollars
12/01/2010 12:00:00 AM,Hilo,Gasoline - Premium,3.865,Dollars
12/01/2010 12:00:00 AM,Hilo,Diesel,4.241,Dollars
01/01/2011 12:00:00 AM,US,Gasoline - Regular,3.096,Dollars
01/01/2011 12:00:00 AM,US,Gasoline - Midgrade,3.288,Dollars
01/01/2011 12:00:00 AM,US,Gasoline - Premium,3.406,Dollars
01/01/2011 12:00:00 AM,US,Diesel,3.379,Dollars
01/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.694,Dollars
01/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.906,Dollars
01/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.979,Dollars
01/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.114,Dollars
01/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,3.576,Dollars
01/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.782,Dollars
01/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,3.852,Dollars
01/01/2011 12:00:00 AM,Honolulu,Diesel,3.967,Dollars
01/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.037,Dollars
01/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.269,Dollars
01/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.349,Dollars
01/01/2011 12:00:00 AM,Wailuku,Diesel,4.29,Dollars
01/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,3.716,Dollars
01/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,3.93,Dollars
01/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,4.003,Dollars
01/01/2011 12:00:00 AM,Hilo,Diesel,4.316,Dollars
02/01/2011 12:00:00 AM,US,Gasoline - Regular,3.177,Dollars
02/01/2011 12:00:00 AM,US,Gasoline - Midgrade,3.309,Dollars
02/01/2011 12:00:00 AM,US,Gasoline - Premium,3.439,Dollars
02/01/2011 12:00:00 AM,US,Diesel,3.552,Dollars
02/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,3.746,Dollars
02/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,3.828,Dollars
02/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,3.906,Dollars
02/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.173,Dollars
02/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,3.637,Dollars
02/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,3.748,Dollars
02/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,3.827,Dollars
02/01/2011 12:00:00 AM,Honolulu,Diesel,4.026,Dollars
02/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.015,Dollars
02/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.078,Dollars
02/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.169,Dollars
02/01/2011 12:00:00 AM,Wailuku,Diesel,4.346,Dollars
02/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,3.762,Dollars
02/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,3.866,Dollars
02/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,3.927,Dollars
02/01/2011 12:00:00 AM,Hilo,Diesel,4.358,Dollars
03/01/2011 12:00:00 AM,US,Gasoline - Regular,3.54,Dollars
03/01/2011 12:00:00 AM,US,Gasoline - Midgrade,3.674,Dollars
03/01/2011 12:00:00 AM,US,Gasoline - Premium,3.805,Dollars
03/01/2011 12:00:00 AM,US,Diesel,3.913,Dollars
03/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.047,Dollars
03/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.127,Dollars
03/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.212,Dollars
03/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.455,Dollars
03/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,3.959,Dollars
03/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.055,Dollars
03/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,4.139,Dollars
03/01/2011 12:00:00 AM,Honolulu,Diesel,4.313,Dollars
03/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.269,Dollars
03/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.361,Dollars
03/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.454,Dollars
03/01/2011 12:00:00 AM,Wailuku,Diesel,4.64,Dollars
03/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,4.085,Dollars
03/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,4.179,Dollars
03/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,4.273,Dollars
03/01/2011 12:00:00 AM,Hilo,Diesel,4.546,Dollars
04/01/2011 12:00:00 AM,US,Gasoline - Regular,3.805,Dollars
04/01/2011 12:00:00 AM,US,Gasoline - Midgrade,3.941,Dollars
04/01/2011 12:00:00 AM,US,Gasoline - Premium,4.069,Dollars
04/01/2011 12:00:00 AM,US,Diesel,4.094,Dollars
04/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.461,Dollars
04/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.547,Dollars
04/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.628,Dollars
04/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.783,Dollars
04/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,4.359,Dollars
04/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.458,Dollars
04/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,4.541,Dollars
04/01/2011 12:00:00 AM,Honolulu,Diesel,4.666,Dollars
04/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.794,Dollars
04/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.888,Dollars
04/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.977,Dollars
04/01/2011 12:00:00 AM,Wailuku,Diesel,4.862,Dollars
04/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,4.476,Dollars
04/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,4.571,Dollars
04/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,4.666,Dollars
04/01/2011 12:00:00 AM,Hilo,Diesel,4.927,Dollars
05/01/2011 12:00:00 AM,US,Gasoline - Regular,3.902,Dollars
05/01/2011 12:00:00 AM,US,Gasoline - Midgrade,4.043,Dollars
05/01/2011 12:00:00 AM,US,Gasoline - Premium,4.17,Dollars
05/01/2011 12:00:00 AM,US,Diesel,4.098,Dollars
05/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.377,Dollars
05/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.452,Dollars
05/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.543,Dollars
05/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.846,Dollars
05/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,4.258,Dollars
05/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.356,Dollars
05/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,4.446,Dollars
05/01/2011 12:00:00 AM,Honolulu,Diesel,4.727,Dollars
05/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.794,Dollars
05/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.84,Dollars
05/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.934,Dollars
05/01/2011 12:00:00 AM,Wailuku,Diesel,4.958,Dollars
05/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,4.326,Dollars
05/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,4.425,Dollars
05/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,4.526,Dollars
05/01/2011 12:00:00 AM,Hilo,Diesel,5.04,Dollars
06/01/2011 12:00:00 AM,US,Gasoline - Regular,3.67,Dollars
06/01/2011 12:00:00 AM,US,Gasoline - Midgrade,3.81,Dollars
06/01/2011 12:00:00 AM,US,Gasoline - Premium,3.94,Dollars
06/01/2011 12:00:00 AM,US,Diesel,3.969,Dollars
06/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.047,Dollars
06/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.111,Dollars
06/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.2,Dollars
06/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.764,Dollars
06/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,3.935,Dollars
06/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.031,Dollars
06/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,4.119,Dollars
06/01/2011 12:00:00 AM,Honolulu,Diesel,4.659,Dollars
06/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.432,Dollars
06/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.451,Dollars
06/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.546,Dollars
06/01/2011 12:00:00 AM,Wailuku,Diesel,4.916,Dollars
06/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,3.99,Dollars
06/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,4.107,Dollars
06/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,4.196,Dollars
06/01/2011 12:00:00 AM,Hilo,Diesel,4.909,Dollars
07/01/2011 12:00:00 AM,US,Gasoline - Regular,3.654,Dollars
07/01/2011 12:00:00 AM,US,Gasoline - Midgrade,3.779,Dollars
07/01/2011 12:00:00 AM,US,Gasoline - Premium,3.906,Dollars
07/01/2011 12:00:00 AM,US,Diesel,3.933,Dollars
07/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.063,Dollars
07/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.138,Dollars
07/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.224,Dollars
07/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.727,Dollars
07/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,3.961,Dollars
07/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.056,Dollars
07/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,4.142,Dollars
07/01/2011 12:00:00 AM,Honolulu,Diesel,4.632,Dollars
07/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.381,Dollars
07/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.469,Dollars
07/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.565,Dollars
07/01/2011 12:00:00 AM,Wailuku,Diesel,4.863,Dollars
07/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,4.052,Dollars
07/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,4.153,Dollars
07/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,4.253,Dollars
07/01/2011 12:00:00 AM,Hilo,Diesel,4.848,Dollars
08/01/2011 12:00:00 AM,US,Gasoline - Regular,3.619,Dollars
08/01/2011 12:00:00 AM,US,Gasoline - Midgrade,3.747,Dollars
08/01/2011 12:00:00 AM,US,Gasoline - Premium,3.875,Dollars
08/01/2011 12:00:00 AM,US,Diesel,3.907,Dollars
08/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.116,Dollars
08/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.189,Dollars
08/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.279,Dollars
08/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.713,Dollars
08/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,4.011,Dollars
08/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.108,Dollars
08/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,4.195,Dollars
08/01/2011 12:00:00 AM,Honolulu,Diesel,4.619,Dollars
08/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.377,Dollars
08/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.464,Dollars
08/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.554,Dollars
08/01/2011 12:00:00 AM,Wailuku,Diesel,4.849,Dollars
08/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,4.151,Dollars
08/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,4.228,Dollars
08/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,4.368,Dollars
08/01/2011 12:00:00 AM,Hilo,Diesel,4.815,Dollars
09/01/2011 12:00:00 AM,US,Gasoline - Regular,3.585,Dollars
09/01/2011 12:00:00 AM,US,Gasoline - Midgrade,3.724,Dollars
09/01/2011 12:00:00 AM,US,Gasoline - Premium,3.853,Dollars
09/01/2011 12:00:00 AM,US,Diesel,3.887,Dollars
09/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.19,Dollars
09/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.267,Dollars
09/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.358,Dollars
09/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.752,Dollars
09/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,4.079,Dollars
09/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.18,Dollars
09/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,4.267,Dollars
09/01/2011 12:00:00 AM,Honolulu,Diesel,4.633,Dollars
09/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.391,Dollars
09/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.479,Dollars
09/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.572,Dollars
09/01/2011 12:00:00 AM,Wailuku,Diesel,4.924,Dollars
09/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,4.28,Dollars
09/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,4.343,Dollars
09/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,4.492,Dollars
09/01/2011 12:00:00 AM,Hilo,Diesel,4.941,Dollars
10/01/2011 12:00:00 AM,US,Gasoline - Regular,3.434,Dollars
10/01/2011 12:00:00 AM,US,Gasoline - Midgrade,3.575,Dollars
10/01/2011 12:00:00 AM,US,Gasoline - Premium,3.707,Dollars
10/01/2011 12:00:00 AM,US,Diesel,3.83,Dollars
10/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.212,Dollars
10/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.281,Dollars
10/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.371,Dollars
10/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.75,Dollars
10/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,4.09,Dollars
10/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.19,Dollars
10/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,4.28,Dollars
10/01/2011 12:00:00 AM,Honolulu,Diesel,4.641,Dollars
10/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.439,Dollars
10/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.528,Dollars
10/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.624,Dollars
10/01/2011 12:00:00 AM,Wailuku,Diesel,4.939,Dollars
10/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,4.328,Dollars
10/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,4.393,Dollars
10/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,4.54,Dollars
10/01/2011 12:00:00 AM,Hilo,Diesel,4.917,Dollars
11/01/2011 12:00:00 AM,US,Gasoline - Regular,3.375,Dollars
11/01/2011 12:00:00 AM,US,Gasoline - Midgrade,3.521,Dollars
11/01/2011 12:00:00 AM,US,Gasoline - Premium,3.655,Dollars
11/01/2011 12:00:00 AM,US,Diesel,3.95,Dollars
11/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.149,Dollars
11/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.215,Dollars
11/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.307,Dollars
